policy,seed,dow,month,days_prior,price,selling_limit,accepted,show_ups,revenue
Joint BC to SAC + cap,4,6,12,9,96.05652332305908,10825.707614421844,0.0,9717.38319771896,1401708.0503628338
Joint BC to SAC + cap,4,6,12,8,96.83517217636108,10810.517519712448,0.0,9717.38319771896,1401708.0503628338
Joint BC to SAC + cap,4,6,12,7,95.98257899284363,10815.478563308716,0.0,9717.38319771896,1401708.0503628338
Joint BC to SAC + cap,4,6,12,6,96.46556854248047,10846.440196037292,0.0,9717.38319771896,1401708.0503628338
Joint BC to SAC + cap,4,6,12,5,95.95029950141907,10854.641050100327,0.0,9717.38319771896,1401708.0503628338
Joint BC to SAC + cap,4,6,12,4,96.13749742507935,10877.075791358948,26.562018313252338,9740.24195528162,1404261.656330029
Joint BC to SAC + cap,4,6,12,3,96.08876466751099,10836.276113986969,0.0,9740.24195528162,1404261.656330029
Joint BC to SAC + cap,4,6,12,2,95.52894115447998,10818.615704774857,0.0,9740.24195528162,1404261.656330029
Joint BC to SAC + cap,4,6,12,1,95.41581749916077,10814.259946346283,0.0,9740.24195528162,1404261.656330029
Joint BC to SAC + cap,4,6,12,0,94.73050236701965,10830.67387342453,35.314827816126126,9772.087001427084,1407607.0477100555
Planner,0,2,12,99,90.0,15000.0,77.62669014139543,50.97230086227464,6986.402112725588
Planner,0,2,12,98,90.0,15000.0,88.0806697445418,106.96700889110733,14913.662389734349
Planner,0,2,12,97,90.0,15000.0,88.33311297025955,164.42519100741862,22863.64255705771
Planner,0,2,12,96,90.0,15000.0,84.22530744409231,220.0172541858952,30443.920227026018
Planner,0,2,12,95,90.0,15000.0,87.9251513038234,279.1372332502614,38357.18384437013
Planner,0,2,12,94,90.0,15000.0,98.79565951031805,345.0109906833411,47248.79320029875
Planner,0,2,12,93,90.0,15000.0,101.93358055331795,412.39286112978937,56422.81545009737
Planner,0,2,12,92,90.0,15000.0,94.29579825011639,476.5771993720161,64909.43729260784
Planner,0,2,12,91,90.0,15000.0,92.23581607145923,537.6148104712942,73210.66073903917
Planner,0,2,12,90,90.0,15000.0,85.39391178107579,594.4997070448235,80896.112799336
Planner,0,2,12,89,90.0,15000.0,94.52927577890354,656.9022579926436,89403.74761943732
Planner,0,2,12,88,90.0,15000.0,91.09431019216944,718.0750563152621,97602.23553673257
Planner,0,2,12,87,90.0,15000.0,99.03725074006704,785.1151961740475,106515.5881033386
Planner,0,2,12,86,90.0,15000.0,97.55346773489994,850.2049107521934,115295.4001994796
Planner,0,2,12,85,90.0,15000.0,93.97077756768917,914.6147193247484,123752.77018057162
Planner,0,2,12,84,90.0,15000.0,110.1329954133745,987.4546128909714,133664.73976777532
Planner,0,2,12,83,90.0,15000.0,110.29693644952091,1063.9680704775606,143591.46404823218
Planner,0,2,12,82,90.0,15000.0,104.43603745721184,1135.1971193025706,152990.70741938124
Planner,0,2,12,81,90.0,15000.0,96.07540712563392,1202.1446798908105,161637.4940606883
Planner,0,2,12,80,90.0,15000.0,114.26885617352505,1282.3162950813971,171921.69111630556
Planner,0,2,12,79,90.0,15000.0,110.66142292194851,1358.224549497088,181881.21917928092
Planner,0,2,12,78,90.0,15000.0,90.97439450888635,1420.3201945433127,190068.9146850807
Planner,0,2,12,77,90.0,15000.0,107.28448403707027,1491.933066932669,199724.51824841704
Planner,0,2,12,76,90.0,15000.0,105.19366103791565,1564.4846651890318,209191.94774182944
Planner,0,2,12,75,90.0,15000.0,107.60102634816253,1636.6611324868481,218876.04011316405
Planner,0,2,12,74,90.0,15000.0,96.73906398014731,1702.5570917033701,227582.55587137732
Planner,0,2,12,73,90.0,15000.0,93.2328979377048,1768.537535467337,235973.51668577077
Planner,0,2,12,72,90.0,15000.0,98.62402737235051,1836.831577519376,244849.6791492823
Planner,0,2,12,71,90.0,15000.0,102.62946540565557,1909.4906614887007,254086.3310357913
Planner,0,2,12,70,90.0,15000.0,115.26093366610168,1989.9557295515633,264459.8150657405
Planner,0,2,12,69,90.0,15000.0,87.06996672427375,2050.2279595513332,272296.1120709251
Planner,0,2,12,68,90.0,15000.0,111.99794726727414,2129.130891940263,282375.9273249798
Planner,0,2,12,67,90.0,15000.0,101.58520138340107,2201.741594645015,291518.5954494859
Planner,0,2,12,66,90.0,15000.0,97.28491405024084,2268.5401553496113,300274.23771400756
Planner,0,2,12,65,90.0,15000.0,115.32876171525936,2348.86093480166,310653.8262683809
