policy,seed,days_prior,dow,month,weekend,peak_month,price,selling_limit,remain,accepted,cum_revenue,base_demand,is_soft
monotone_clamp_retrained,0,100,2,12,0,1,80.11198163032532,11885.76877117157,10000.0,86.92319968536508,6963.5897764430665,78.34826956228913,0
monotone_clamp_retrained,0,99,2,12,0,1,80.12182116508484,11686.860769987106,9942.923297667288,97.36792836225096,14764.88551989813,78.34826956228913,0
monotone_clamp_retrained,0,98,2,12,0,1,80.13320922851562,11616.562902927399,9881.024486772356,97.85633993207364,22606.428082011735,78.34826956228913,0
monotone_clamp_retrained,0,97,2,12,0,1,80.1437771320343,11546.077728271484,9817.371715891906,93.73833447909637,30118.97226923252,80.43164846582134,0
monotone_clamp_retrained,0,96,2,12,0,1,80.15320658683777,11544.000655412674,9755.500675337187,97.46833493682688,37931.3718550991,80.43164846582134,0
monotone_clamp_retrained,0,95,2,12,0,1,80.16892433166504,11619.438529014587,9689.963956486488,108.3236100294651,46615.55915088408,80.76388620962199,0
monotone_clamp_retrained,0,94,2,12,0,1,80.18309831619263,11682.762205600739,9617.737269132766,111.50525667700914,55556.396109789,80.76388620962199,0
monotone_clamp_retrained,0,93,2,12,0,1,80.1959776878357,11732.261776924133,9544.028166413882,103.9055312082558,63889.201772208995,81.2516721329647,0
monotone_clamp_retrained,0,92,2,12,0,1,80.20660400390625,11787.548959255219,9473.302769481355,101.83513329853281,72057.05198236942,81.68189079408234,0
monotone_clamp_retrained,0,91,2,12,0,1,80.21201491355896,11841.912567615509,9405.912751945181,95.12257973335,79687.0257665571,81.68189079408234,0
monotone_clamp_retrained,0,90,2,12,0,1,80.21201491355896,11833.007335662842,9342.54713258099,104.25794373117773,88049.76550397932,82.82831677780638,0
monotone_clamp_retrained,0,89,2,12,0,1,80.21201491355896,11840.746998786926,9273.722299302708,100.82297814444364,96136.97973053086,82.82831677780638,0
monotone_clamp_retrained,0,88,2,12,0,1,80.21201491355896,11856.144815683365,9206.016383364547,108.9696595805326,104877.65568992999,82.82831677780638,0
monotone_clamp_retrained,0,87,2,12,0,1,80.21201491355896,11871.574074029922,9132.252812949848,107.48587657536551,113499.31442479017,84.56293398444693,0
monotone_clamp_retrained,0,86,2,12,0,1,80.2128005027771,11891.61941409111,9060.535987398505,103.93355452720581,121836.11589962544,84.56293398444693,0
monotone_clamp_retrained,0,85,2,12,0,1,80.21506547927856,11909.874975681305,8989.29745426473,120.42662906644509,131496.14583563912,84.8282916403851,0
monotone_clamp_retrained,0,84,2,12,0,1,80.21506547927856,11926.233917474747,8909.649544836546,120.5905701025915,141169.32631260203,87.66566629607894,0
monotone_clamp_retrained,0,83,2,12,0,1,80.21506547927856,11945.863664150238,8825.995349462679,114.72967111028242,150372.37439312943,87.66566629607894,0
monotone_clamp_retrained,0,82,2,12,0,1,80.21506547927856,11965.932548046112,8747.74568063031,106.41110656764509,158908.14827417556,87.66566629607894,0
monotone_clamp_retrained,0,81,2,12,0,1,80.21506547927856,11984.67880487442,8673.595966178586,124.60455561553623,168903.3108618922,88.02391932314761,0
monotone_clamp_retrained,0,80,2,12,0,1,80.21506547927856,12002.966701984406,8586.17277128257,121.16002088752802,178622.16987085604,88.02391932314761,0
monotone_clamp_retrained,0,79,2,12,0,1,80.21506547927856,12038.405537605286,8503.062998719572,101.5254485400448,186766.04037330888,89.41124357506565,0
monotone_clamp_retrained,0,78,2,12,0,1,80.21506547927856,12076.737731695175,8433.765607407056,117.98144622305293,196229.92980743104,89.85798532780689,0
monotone_clamp_retrained,0,77,2,12,0,1,80.21506547927856,12112.039029598236,8355.012464969761,115.8906232238983,205526.10373777043,91.10061121112462,0
monotone_clamp_retrained,0,76,2,12,0,1,80.21506547927856,12156.826108694077,8275.083219662964,118.29798853414519,215015.38463410383,91.10061121112462,0
monotone_clamp_retrained,0,75,2,12,0,1,80.21506547927856,12211.509943008423,8195.731458898108,107.43602616612996,223633.37250785343,91.10061121112462,0
monotone_clamp_retrained,0,74,2,12,0,1,80.21506547927856,12254.371643066406,8122.5490266173765,103.98842595973044,231974.8109053003,91.10061121112462,0
monotone_clamp_retrained,0,73,2,12,0,1,80.21506547927856,12294.201701879501,8048.956950827522,109.37955539437614,240748.69910335456,91.59938678561403,0
monotone_clamp_retrained,0,72,2,12,0,1,80.21506547927856,12298.839390277863,7973.215043355681,113.60586028745772,249861.60062514275,91.59938678561403,0
monotone_clamp_retrained,0,71,2,12,0,1,80.21506547927856,12355.900704860687,7892.784947482076,126.23732854790383,259987.73620054204,93.48039800843478,0
monotone_clamp_retrained,0,70,2,12,0,1,80.21506547927856,12401.942312717438,7804.657123850985,98.0463616060759,267852.53151677846,93.48039800843478,0
monotone_clamp_retrained,0,69,2,12,0,1,80.21506547927856,12435.047924518585,7736.786730882125,123.16623994859268,277732.31951909134,93.48039800843478,0
monotone_clamp_retrained,0,68,2,12,0,1,80.21506547927856,12471.55949473381,7650.015698551766,112.7534940647196,286776.84842851025,95.11469441166237,0
monotone_clamp_retrained,0,67,2,12,0,1,80.21506547927856,12529.807388782501,7569.422164011674,108.59158360539786,295487.5294179158,95.11469441166237,0
monotone_clamp_retrained,0,66,2,12,0,1,80.21506547927856,12699.982225894928,7494.860125690631,126.63543127041638,305645.59882926894,96.29318018780998,0
monotone_clamp_retrained,0,65,2,12,0,1,80.21506547927856,12874.465882778168,7406.6648100156135,135.17417203466624,316488.60389013693,96.29318018780998,0
monotone_clamp_retrained,0,64,2,12,0,1,80.21506547927856,13058.159351348877,7312.1480103507665,114.08947864396639,325640.29889005946,96.29318018780998,0
