policy,seed,revenue,remain,mean_price,mean_sl,weekend,peak_month,is_soft,month,load
rl_best,19,893945.9503478236,2155.011514295051,80.50018867254258,12232.027271389961,0,0,1,6,0.7844988485704949
rl_best,20,1376305.91893743,628.8497495235897,111.96580171585083,13334.888802468777,1,0,0,6,0.937115025047641
rl_best,21,842088.6085777718,2648.8298946930136,80.12223289012908,11864.705461263657,0,0,1,6,0.7351170105306987
rl_best,22,1369052.6671059104,852.8028019980175,116.05848789215088,11917.259457707405,1,1,0,12,0.9147197198001983
rl_best,23,1369734.656011765,519.1359484538607,111.96580171585083,13289.831818640232,1,0,0,6,0.948086405154614
rl_best,24,832825.3171347335,2488.4161313104496,80.12791590690613,12273.001524806023,0,0,1,6,0.7511583868689551
rl_best,25,1035166.4191158162,703.5180078067497,80.31472910642624,12196.99490815401,0,1,0,12,0.9296481992193251
rl_best,26,855496.1347332209,2130.4626473371063,80.15152362585067,12997.372847795486,0,0,1,6,0.7869537352662894
rl_best,27,1439645.6508358773,565.4200234953878,119.3800687789917,12377.348504960537,1,1,0,12,0.9434579976504612
rl_best,28,1041147.5478529811,779.1139784439656,80.31415539979935,12206.98805898428,0,1,0,12,0.9220886021556034
rl_best,29,1015268.2731455296,960.9499133317677,80.13834625482559,11971.79996818304,0,1,0,12,0.9039050086668232
