policy,seed,score,revenue,unsold,denied,nights_denied,sold_fri,night_price_fri,sold_sat,night_price_sat,sold_sun,night_price_sun,sold_fri_sat,night_price_fri_sat,sold_sat_sun,night_price_sat_sun,sold_fri_sat_sun,night_price_fri_sat_sun,n_seasons,history
"fitted, 5 seasons, history 0",6,3095810.1346319597,3291254.4364326303,977.2215090033533,0.0,0,10427.0,93.5902975547969,8049.0,97.30868120040628,9664.0,80.0,2268.0,83.50767831717219,1781.0,80.0,397.0,80.0,5,0
"fitted, 5 seasons, history 0",7,2553583.6769759348,3079140.6179371104,2516.492433265961,55.64613576995907,1,9698.0,86.17097270226917,7626.0,108.31622496238987,7203.0,80.0,2797.0,80.81426405207702,1880.0,80.0,368.0,80.0,5,0
"fitted, 5 seasons, history 0",8,310084.4006928762,2200051.9999468327,9449.837996269782,0.0,0,6950.0,80.0,7718.0,87.28323399155644,5909.0,80.0,1484.0,80.0,1337.0,80.0,193.0,80.0,5,0
"fitted, 5 seasons, history 0",9,2037516.042247374,2733725.303042829,3481.046303977274,0.0,0,9716.0,80.0,7694.0,90.11246465334403,7721.0,80.0,1928.0,80.0,1617.0,80.0,326.0,80.0,5,0
"fitted, 5 seasons, history 0",10,1513252.0980227722,2608713.5027597984,5477.307023685131,0.0,0,7956.0,80.0,8045.0,92.73753918704766,7015.0,80.0,2093.0,80.0,1640.0,80.0,282.0,80.0,5,0
"fitted, 5 seasons, history 0",11,2903598.7493497035,3278995.1857552305,1784.927393866179,46.02739408072739,2,9965.0,87.7224695023525,7560.0,114.6291445001674,7536.0,80.0,2429.0,88.0044200192384,2275.0,80.01735654715654,599.0,80.0,5,0
"fitted, 5 seasons, history 0",12,3073138.9255551863,3369482.213547714,265.5031576520414,608.1066411552983,2,10070.0,86.78805682424164,7339.0,113.87201562920279,8852.0,80.0,2321.0,86.61347665335664,2589.0,80.0,564.0,80.0,5,0
"fitted, 5 seasons, history 0",13,3243859.0781661994,3400065.823336467,401.93635132872623,189.54868726130553,2,9565.0,80.0,8403.0,115.54497899502023,10495.0,83.21229939705817,2256.0,80.56772734679228,2036.0,85.20301986258836,334.0,80.0,5,0
"fitted, 5 seasons, history 0",14,1997062.7220493928,2869720.515424278,4363.288966874427,0.0,0,10182.0,83.54247372680143,8710.0,99.62044227220396,6271.0,80.0,2388.0,80.17525036580598,1300.0,80.0,245.0,80.0,5,0
"fitted, 5 seasons, history 0",15,1305391.6209479738,2564384.8337378865,6294.966063949563,0.0,0,7476.0,80.0,8233.0,97.26525370313209,5909.0,80.0,2182.0,80.0,1707.0,80.0,294.0,80.0,5,0
"fitted, 5 seasons, history 0",16,2906999.988329711,3246894.5026798174,782.2295967343671,458.6214875080823,2,9686.0,82.85494420773576,6948.0,113.21643410303625,8171.0,80.0,2554.0,84.14520926699159,2689.0,80.0,600.0,80.0,5,0
"fitted, 5 seasons, history 0",17,2848652.2262506676,3297118.3105308004,2242.330421400664,0.0,0,10200.0,89.43734902483868,7901.0,112.66078858917213,8240.0,80.0,2368.0,84.89959033665474,2061.0,80.0,432.0,80.0,5,0
"fitted, 5 seasons, history 0",18,2095666.9599694223,2882067.989340797,3795.8042529478835,68.10044695449506,1,8707.0,80.0,7920.0,108.93787744201983,6547.0,80.0,2564.0,80.0,1861.0,80.0,379.0,80.0,5,0
"fitted, 5 seasons, history 0",19,2442526.5729742325,3104025.523101408,2473.6758257835327,416.90946242617247,2,9553.0,87.43462685383307,7299.0,111.02461189272246,6815.0,80.0,2878.0,81.86134304408608,2053.0,80.0,473.0,80.0,5,0
