policy,seed,score,revenue,unsold,denied,nights_denied,sold_fri,night_price_fri,sold_sat,night_price_sat,sold_sun,night_price_sun,sold_fri_sat,night_price_fri_sat,sold_sat_sun,night_price_sat_sun,sold_fri_sat_sun,night_price_fri_sat_sun,n_seasons,history
"fitted, 5 seasons, history 0",20,2900238.912279812,3274420.9646077454,1466.2588766283334,202.32569250566667,2,9882.0,86.11655162578757,7336.0,114.50046462672606,7687.0,80.0,2458.0,87.55121906835849,2451.0,80.0,608.0,80.0,5,0
"fitted, 5 seasons, history 0",21,3331102.2606655704,3400144.919407256,0.0,172.60664685421398,3,10115.0,90.79544315954512,7399.0,101.2632989077292,9946.0,84.80611598784718,2350.0,82.5849049559299,2327.0,80.04617207850517,530.0,80.71465123824353,5,0
"fitted, 5 seasons, history 0",22,851300.1977344209,2304317.4080598354,7265.086051627073,0.0,0,7376.0,80.0,7927.0,88.35592381226635,6095.0,80.0,1643.0,80.0,1283.0,80.0,242.0,80.0,5,0
"fitted, 5 seasons, history 0",23,2283996.3647809234,3102100.2729278617,2991.772108399775,549.373716167458,2,9858.0,88.3159128191952,7903.0,111.80614711401185,6549.0,80.0,2738.0,83.615417040577,1754.0,80.0,356.0,80.0,5,0
"fitted, 5 seasons, history 0",24,3448350.809664975,3462634.457016997,71.41823676010972,0.0,0,10253.0,90.78878559540941,7643.0,111.97904679424653,9925.0,80.69831233757269,2315.0,84.07928219366795,2332.0,80.0,467.0,80.35928419111117,5,0
"fitted, 5 seasons, history 0",25,2223483.9572220673,2997148.342427034,3868.3219260248325,0.0,0,9834.0,87.30066504085485,8050.0,107.12715370891303,6382.0,80.0,2745.0,80.96539436402868,1550.0,80.0,305.0,80.0,5,0
"fitted, 5 seasons, history 0",26,1142727.6845174073,2487502.637835685,6691.278673601896,16.298046494746814,1,4931.0,80.0,8295.0,98.64046266855759,7251.0,80.0,1541.0,80.0,2393.0,80.0,272.0,80.0,5,0
"fitted, 5 seasons, history 0",27,3164919.4351126933,3433219.5508290315,860.6136995043726,240.44343953865973,2,10427.0,89.16260510572528,8054.0,115.67297396931158,8776.0,80.0,2183.0,90.145922553185,2255.0,80.30549664322923,474.0,80.20819079791066,5,0
"fitted, 5 seasons, history 0",28,1704370.0065036,2690483.8749014633,4930.569341989317,0.0,0,8952.0,80.0,7978.0,94.90146338699715,6121.0,80.0,2419.0,80.0,1597.0,80.0,354.0,80.0,5,0
"fitted, 5 seasons, history 0",29,2561749.7528257924,3028225.4750164226,2267.266145567466,32.55623269284297,2,9642.0,82.19069019235089,7596.0,104.43165352577348,7403.0,80.0,2702.0,80.0,1946.0,80.0,444.0,80.0,5,0
"fitted, 20 seasons, history 0",0,2968313.96152322,3270171.9106744975,1509.2897457563886,0.0,0,9868.0,84.31573288654512,7548.0,113.89955761161335,8392.0,80.0,2457.0,85.18323111469529,2345.0,80.0,472.0,80.0,20,0
"fitted, 20 seasons, history 0",1,2746697.90149293,3239716.853427696,2303.5097322695538,80.79251370213751,2,9914.0,91.22181013327213,7733.0,113.93546136371856,7233.0,80.0,2552.0,85.63497355815058,2030.0,80.0,474.0,80.0,20,0
"fitted, 20 seasons, history 0",2,2197100.448534447,2951045.768057592,3671.6212914186262,49.05265309855167,2,9677.0,84.95462799858822,8016.0,107.99149612216242,6139.0,80.0,2807.0,80.0,1581.0,80.0,292.0,80.0,20,0
"fitted, 20 seasons, history 0",3,3431982.5788178956,3449380.7747788727,86.99097980488659,0.0,0,10652.0,80.3740268608837,8573.0,115.2784964603988,10225.0,81.64310140423204,1812.0,87.62514276580092,2276.0,82.21422184451838,326.0,80.12343908380146,20,0
"fitted, 20 seasons, history 0",4,2675261.282187475,3138564.933717251,2316.5182576488805,0.0,0,9210.0,80.0,7120.0,113.26228818230415,7815.0,80.0,2723.0,81.7107052090323,2514.0,80.33829381281929,505.0,80.0,20,0
"fitted, 20 seasons, history 0",5,1863812.2677826863,2729860.4409559444,4315.0938314824425,7.573517191924111,1,7759.0,80.0,8269.0,97.05894799322098,7371.0,80.0,2001.0,80.0,1986.0,80.0,329.0,80.0,20,0
"fitted, 20 seasons, history 0",6,3127199.2907633046,3320813.080158159,968.068946974272,0.0,0,10260.0,96.90143312531983,7928.0,97.494288013156,9789.0,80.0,2353.0,83.60171290354378,1712.0,80.0,430.0,80.0,20,0
"fitted, 20 seasons, history 0",7,2593155.982491243,3114871.6764402017,2424.833017457793,91.87272614349968,2,9448.0,88.52237428946201,7434.0,109.80552862412107,7259.0,80.0,2987.0,80.61231743583002,1892.0,80.0,405.0,80.0,20,0
"fitted, 20 seasons, history 0",8,326860.0726211206,2203642.1885192394,9383.910579490594,0.0,0,6868.0,80.0,7910.0,86.65008704415163,5938.0,80.0,1501.0,80.0,1297.0,80.0,192.0,80.0,20,0
"fitted, 20 seasons, history 0",9,2049313.727008141,2732206.159082353,3414.4621603710602,0.0,0,9665.0,80.0,7702.0,89.18802377075475,7749.0,80.0,1999.0,80.0,1600.0,80.0,318.0,80.0,20,0
"fitted, 20 seasons, history 0",10,1545595.9230095427,2615219.0279704332,5348.115524804452,0.0,0,8074.0,80.0,8138.0,91.78901793689275,6984.0,80.0,2025.0,80.0,1683.0,80.0,293.0,80.0,20,0
"fitted, 20 seasons, history 0",11,2890515.542023381,3295450.5674547097,1935.388528828751,44.6432991639449,2,9903.0,90.67878916821256,7601.0,114.74567561569468,7434.0,80.0,2470.0,87.96230414752596,2223.0,80.11886750423741,582.0,80.07695908040525,20,0
"fitted, 20 seasons, history 0",12,3054652.332056319,3377556.6230497137,385.90380942515367,614.3088227709104,2,9766.0,89.54185942662816,7181.0,114.01196718924064,8745.0,80.0,2542.0,86.31266338450294,2510.0,80.0,601.0,80.06506203910872,20,0
"fitted, 20 seasons, history 0",13,3251297.817004378,3408990.3329633176,368.99979146645455,209.73139416412232,2,9753.0,80.0,8457.0,115.22701315048796,10395.0,83.63910242506608,2079.0,81.7553488472266,2156.0,84.02381444761119,344.0,80.03641922113508,20,0
"fitted, 20 seasons, history 0",14,1972949.6658578876,2869278.7939740904,4481.645640581014,0.0,0,10096.0,84.43855211183003,8628.0,100.32303799873138,6213.0,80.0,2475.0,80.0,1288.0,80.0,217.0,80.0,20,0
"fitted, 20 seasons, history 0",15,1285106.6375116843,2557597.526169863,6362.454443290894,0.0,0,7379.0,80.0,8332.0,97.03282839292643,5926.0,80.0,2142.0,80.0,1686.0,80.0,301.0,80.0,20,0
"fitted, 20 seasons, history 0",16,2927348.3404496606,3254142.798254378,752.0671894173629,440.95254980311256,2,9545.0,83.69940384512113,6920.0,112.96257463199318,8283.0,80.0,2658.0,84.32110084637024,2639.0,80.0,585.0,80.0,20,0
"fitted, 20 seasons, history 0",17,2902245.8439131854,3339500.552105014,2186.273540959144,0.0,0,10087.0,92.32818165686406,7786.0,113.9661683501126,8252.0,80.0,2441.0,85.74469417416014,2112.0,80.0,434.0,80.0,20,0
"fitted, 20 seasons, history 0",18,2095746.88055755,2889281.106352024,3780.011826269055,93.82965135165796,1,8703.0,80.0,7936.0,109.13320392540622,6556.0,80.0,2560.0,80.0,1893.0,80.0,375.0,80.0,20,0
"fitted, 20 seasons, history 0",19,2476375.1059524934,3136799.3918102235,2358.5521508935235,471.7846391975636,2,9271.0,89.49005617917133,7140.0,111.92620166456354,6974.0,80.0,3111.0,81.84892335071399,2023.0,80.0,488.0,80.0,20,0
"fitted, 20 seasons, history 0",20,2975105.6037218063,3308298.6593601853,1322.0056747453855,171.97980172325515,2,9748.0,88.67214263408802,7319.0,114.45940436933036,7898.0,80.0,2508.0,87.4071436172182,2412.0,80.0,625.0,80.0,20,0
"fitted, 20 seasons, history 0",21,3324961.2858776385,3397632.5125542097,30.884805417043026,166.23566398290677,2,9862.0,93.74156752488699,7172.0,100.7967479156831,9965.0,83.5074576190778,2543.0,82.33039511557385,2288.0,80.0,553.0,80.33435373151065,20,0
"fitted, 20 seasons, history 0",22,856468.0274439207,2301905.229192376,7227.1860087422765,0.0,0,7334.0,80.0,8094.0,87.41107353501064,6092.0,80.0,1625.0,80.0,1279.0,80.0,232.0,80.0,20,0
"fitted, 20 seasons, history 0",23,2329495.797985157,3139139.6306151734,2925.1710644342556,561.5240493579131,2,9714.0,91.62303068287002,7755.0,113.08277851518521,6581.0,80.0,2850.0,82.91869529412504,1808.0,80.0,349.0,80.0,20,0
"fitted, 20 seasons, history 0",24,3478134.5626280685,3493844.6929639205,78.55065167925932,0.0,0,10018.0,93.96787526798828,7497.0,112.6006148555447,9952.0,80.86591535526361,2469.0,84.62707754980461,2278.0,80.0,503.0,80.29265102761877,20,0
"fitted, 20 seasons, history 0",25,2276191.4853090616,3028038.5737380013,3759.235442144698,0.0,0,9573.0,89.55559357549346,7770.0,108.66757450702012,6425.0,80.0,2962.0,80.57660744771371,1617.0,80.0,318.0,80.0,20,0
"fitted, 20 seasons, history 0",26,1147774.6642782378,2499044.7449441813,6627.82141248694,64.26449542138835,1,4909.0,80.0,8320.0,98.53903184425256,7289.0,80.0,1534.0,80.0,2433.0,80.0,286.0,80.0,20,0
"fitted, 20 seasons, history 0",27,3218728.550542813,3473155.14351774,792.9456866750043,239.59363909981585,2,10450.0,92.51246902512734,8093.0,115.68485573688599,8845.0,80.0,2112.0,90.06902492428763,2276.0,80.12980143089496,488.0,80.16385746783898,20,0
"fitted, 20 seasons, history 0",28,1715044.4677210005,2696905.89982874,4909.307160538697,0.0,0,8977.0,80.0,8070.0,95.20023541867904,6036.0,80.0,2429.0,80.0,1583.0,80.0,357.0,80.0,20,0
"fitted, 20 seasons, history 0",29,2528855.389303048,3021682.8567064274,2434.128452324475,15.004442346209544,1,9604.0,82.89494380466593,7608.0,105.07358259810933,7256.0,80.0,2736.0,80.0,1933.0,80.0,411.0,80.0,20,0
"fitted, 100 seasons, history 0",0,3002873.041703677,3294623.376650312,1458.7516747331756,0.0,0,9511.0,86.2095232461607,6990.0,118.70280470176851,8301.0,80.0,2751.0,84.09887244469567,2517.0,80.0,481.0,80.0,100,0
"fitted, 100 seasons, history 0",1,2805637.4877500306,3283255.183344763,2229.905687285972,79.09139534384485,2,9545.0,94.97169071404315,7239.0,118.18131799356388,7265.0,80.0,2902.0,84.62367927701791,2108.0,80.0,465.0,80.0,100,0
"fitted, 100 seasons, history 0",2,2160873.637893735,2918462.620159732,3787.944911329986,0.0,0,9641.0,85.20714494854617,8026.0,106.58616193755277,6055.0,80.0,2729.0,80.0,1556.0,80.0,298.0,80.0,100,0
"fitted, 100 seasons, history 0",3,3476104.7466644524,3505413.6077281833,146.54430531865364,0.0,0,10466.0,82.178141250224,8489.0,119.09620841403148,10271.0,82.58801285000834,1843.0,88.42597612338237,2175.0,84.28516068537988,389.0,80.11087508311921,100,0
"fitted, 100 seasons, history 0",4,2744270.8809488607,3179592.706609033,2176.6091283008627,0.0,0,8999.0,81.38068485662717,6748.0,118.49486996739921,7906.0,80.0,2883.0,82.17213684430025,2641.0,80.0,495.0,80.0,100,0
"fitted, 100 seasons, history 0",5,1817293.6097744321,2710166.3381142123,4464.3636416989,0.0,0,7671.0,80.0,8160.0,97.2948943767417,7483.0,80.0,2013.0,80.0,1917.0,80.0,313.0,80.0,100,0
"fitted, 100 seasons, history 0",6,3134408.4337117393,3353984.4500910025,1097.8800818963173,0.0,0,10090.0,100.84269802545901,7343.0,100.58714140359153,9702.0,80.0,2489.0,83.63805698825801,1881.0,80.0,435.0,80.0,100,0
"fitted, 100 seasons, history 0",7,2578629.8117540004,3097610.2073731087,2485.7994516861645,54.55126320468844,1,9354.0,89.56785626450595,7345.0,109.4884247617318,7330.0,80.0,3054.0,80.0,1792.0,80.0,391.0,80.0,100,0
"fitted, 100 seasons, history 0",8,235167.11781901866,2175259.304691553,9700.460934362673,0.0,0,6894.0,80.0,7545.0,87.86471897833707,5893.0,80.0,1426.0,80.0,1322.0,80.0,207.0,80.0,100,0
"fitted, 100 seasons, history 0",9,2001797.1016569508,2724874.3927267077,3615.3864553487847,0.0,0,9575.0,80.52665125670072,7250.0,91.11058026811011,7637.0,80.0,2116.0,80.0,1619.0,80.0,353.0,80.0,100,0
"fitted, 100 seasons, history 0",10,1413075.1418246448,2569729.1437819414,5783.270009786483,0.0,0,8016.0,80.0,7900.0,92.34039794708119,6805.0,80.0,1981.0,80.0,1687.0,80.0,282.0,80.0,100,0
"fitted, 100 seasons, history 0",11,3011461.70421624,3356285.6287335046,1675.240495943157,24.439563321582682,1,9705.0,93.86706717020992,7176.0,118.94789310888342,7568.0,80.0,2631.0,87.82509709184147,2424.0,80.0,568.0,80.0,100,0
"fitted, 100 seasons, history 0",12,3121162.0635187495,3422512.1399392746,299.01291231347386,603.868734894575,2,9511.0,92.86208784580191,6737.0,118.7609133624006,8719.0,80.0,2756.0,85.6909559352975,2642.0,80.0,611.0,80.0,100,0
"fitted, 100 seasons, history 0",13,3270049.2059814953,3450366.6154127265,491.3656179216687,205.1107146172435,2,9799.0,80.0,8493.0,119.15289816154804,10306.0,84.04288767248698,1853.0,86.15749284874344,2223.0,85.68497131727509,367.0,80.0,100,0
"fitted, 100 seasons, history 0",14,1957528.107842456,2857478.7888755836,4499.753405165638,0.0,0,10036.0,84.87267385563939,8447.0,100.00433693150072,6249.0,80.0,2434.0,80.0,1336.0,80.0,241.0,80.0,100,0
"fitted, 100 seasons, history 0",15,1312699.8511492147,2562826.51913383,6250.633339923077,0.0,0,7517.0,80.0,8167.0,97.16499560840333,5949.0,80.0,2146.0,80.0,1696.0,80.0,322.0,80.0,100,0
"fitted, 100 seasons, history 0",16,2958293.772897873,3279135.626510065,726.9534831109286,438.62789247501496,2,8977.0,88.02826332802947,6341.0,118.0410273339493,8404.0,80.0,3223.0,80.59692092612039,2572.0,80.0,571.0,80.0,100,0
"fitted, 100 seasons, history 0",17,3021046.458016832,3396803.62705227,1878.78584517719,0.0,0,9557.0,96.49633566840456,7196.0,117.90113976354162,8552.0,80.0,2880.0,84.08533773105592,2136.0,80.0,483.0,80.0,100,0
"fitted, 100 seasons, history 0",18,2150925.629223571,2905550.2543295547,3631.409400289668,70.85686262012496,1,8858.0,80.26423479302738,7754.0,110.62286078577742,6541.0,80.0,2605.0,80.0,1980.0,80.0,333.0,80.0,100,0
"fitted, 100 seasons, history 0",19,2432873.2823119797,3129160.287963408,2563.9958775759324,458.71957534060493,2,8900.0,92.11236130662283,6788.0,115.55715412669046,6843.0,80.0,3482.0,80.03422029329263,1954.0,80.0,448.0,80.0,100,0
"fitted, 100 seasons, history 0",20,2987032.565358587,3316201.6296533216,1320.481980076056,162.68167069880838,2,9467.0,89.72957336554447,6876.0,118.76007345031677,7766.0,80.0,2723.0,86.30277655676713,2545.0,80.041762756224,631.0,80.0,100,0
"fitted, 100 seasons, history 0",21,3382159.5001061223,3456330.8866635943,40.40773303645619,165.22459987545153,2,9499.0,97.256908506988,6737.0,105.78795234764448,9916.0,85.22907048438275,2849.0,81.45941577362738,2345.0,80.22504266518266,557.0,80.34195911948514,100,0
"fitted, 100 seasons, history 0",22,819542.7098021759,2294821.13863962,7376.392144187221,0.0,0,7347.0,80.0,7792.0,88.85281553383214,6055.0,80.0,1667.0,80.0,1283.0,80.0,243.0,80.0,100,0
"fitted, 100 seasons, history 0",23,2352383.9933263827,3155296.184707158,2891.0390758034764,561.7609405502008,2,9193.0,93.85964706592787,7210.0,118.16099211308342,6625.0,80.0,3306.0,81.00781852612694,1809.0,80.0,356.0,80.0,100,0
"fitted, 100 seasons, history 0",24,3514301.5077757183,3529589.1965211555,76.43844372718559,0.0,0,9624.0,97.78816760450304,7020.0,116.7026780439737,9885.0,81.45073895672685,2792.0,83.32349845851347,2328.0,80.01300345991076,524.0,80.32032922251534,100,0
"fitted, 100 seasons, history 0",25,2236381.0039863703,3018202.4717141315,3909.107338638807,0.0,0,9458.0,90.67642929568511,7709.0,109.82809747509945,6317.0,80.0,3036.0,80.0,1569.0,80.0,299.0,80.0,100,0
"fitted, 100 seasons, history 0",26,1161209.621233722,2484664.497045912,6617.274379060949,0.0,0,4900.0,80.0,8259.0,98.0971663695256,7373.0,80.0,1526.0,80.0,2335.0,80.0,312.0,80.0,100,0
"fitted, 100 seasons, history 0",27,3296633.743963805,3524616.792990379,668.6393428478623,235.63795114250388,2,10241.0,95.35664974152641,7761.0,119.09605138644388,8860.0,80.0,2239.0,91.07013105074972,2364.0,80.1633030962823,533.0,80.13805146512574,100,0
"fitted, 100 seasons, history 0",28,1654387.9238277448,2675004.78998594,5103.084330790975,0.0,0,9023.0,80.29162555526739,7839.0,95.47817994651898,6039.0,80.0,2344.0,80.0,1605.0,80.0,363.0,80.0,100,0
"fitted, 100 seasons, history 0",29,2454622.803984249,2992114.3077360573,2687.4575187590417,0.0,0,9465.0,83.80340731150248,7635.0,104.36608481109185,7171.0,80.0,2635.0,80.0,1926.0,80.0,411.0,80.0,100,0
"fitted, 2 seasons, history 1",0,2933424.522366987,3247404.209358841,1569.8984349592702,0.0,0,10031.0,83.92050091296437,7753.0,110.71375849373868,8314.0,80.0,2287.0,85.0795573019107,2397.0,80.0,456.0,80.0,2,1
"fitted, 2 seasons, history 1",1,2710528.9670107723,3225386.0968927946,2394.072323877951,90.10666276608026,2,10068.0,91.23478525580452,7996.0,110.9139228364422,7127.0,80.0,2386.0,86.38024977727638,2045.0,80.0,460.0,80.0,2,1
"fitted, 2 seasons, history 1",2,2127107.680290441,2929221.804303527,3833.985689711468,88.29246517698084,2,9740.0,84.89826483342192,8158.0,106.28005697793544,5901.0,80.0,2729.0,80.0,1591.0,80.0,300.0,80.0,2,1
"fitted, 2 seasons, history 1",3,3399100.599277009,3416742.5947689265,88.20997745958812,0.0,0,10696.0,80.36275632127774,8657.0,112.41278131997095,10167.0,81.13866332282684,1727.0,87.04800411152854,2312.0,80.61083673554309,357.0,80.0,2,1
"fitted, 2 seasons, history 1",4,2614154.2492912672,3122012.2756216675,2539.290131652,0.0,0,9277.0,80.0,7479.0,110.66295660803074,7752.0,80.0,2496.0,83.0694431732767,2446.0,80.53993516541463,514.0,80.0,2,1
"fitted, 2 seasons, history 1",5,1948501.7385358417,2765815.5172346346,4034.6436101071486,25.96264169340793,1,7765.0,80.0,8286.0,97.3854112037937,7619.0,80.0,2066.0,80.0,1963.0,80.0,348.0,80.0,2,1
"fitted, 2 seasons, history 1",6,3199215.3344373303,3359830.473229857,803.0756939626335,0.0,0,10169.0,97.95319402932371,8066.0,98.41596163748912,9588.0,80.0,2414.0,83.74509042619658,1813.0,80.0,452.0,80.0,2,1
"fitted, 2 seasons, history 1",7,2544895.9256369276,3090235.5614149245,2497.692127491211,114.50302569938685,2,9621.0,87.03145846499932,7702.0,107.27752617208512,7123.0,80.0,2747.0,81.18208826825017,1912.0,80.0,437.0,80.0,2,1
"fitted, 2 seasons, history 1",8,384945.9650051275,2215044.3693220615,9150.49202158467,0.0,0,6935.0,80.0,8339.0,84.40392964648777,5852.0,80.0,1439.0,80.0,1317.0,80.0,197.0,80.0,2,1
"fitted, 2 seasons, history 1",9,2176299.337488969,2770660.7974791527,2971.8072999509177,0.0,0,9720.0,80.0,8107.0,87.96605371643675,7595.0,80.0,2047.0,80.0,1657.0,80.0,332.0,80.0,2,1
"fitted, 2 seasons, history 1",10,1558977.77538355,2617220.796149373,5291.215103829115,0.0,0,7967.0,80.0,8399.0,90.47991381704644,6974.0,80.0,2005.0,80.0,1723.0,80.0,273.0,80.0,2,1
"fitted, 2 seasons, history 1",11,2913581.133185255,3297376.4864183776,1826.5541231263815,46.21132151961683,2,9972.0,91.22245840850628,7784.0,111.79621021227887,7603.0,80.0,2390.0,87.6593907125076,2190.0,80.15147032680576,579.0,80.1203818302698,2,1
"fitted, 2 seasons, history 1",12,3047699.279800058,3368202.9060562328,388.62703176782634,606.9455497565232,2,9876.0,89.79251802356897,7373.0,110.77897402186694,8798.0,80.0,2448.0,86.31769221948667,2520.0,80.11650823127655,560.0,80.0,2,1
"fitted, 2 seasons, history 1",13,3167776.0008196416,3357886.364273913,523.50176518841,213.52502604147412,2,9613.0,80.0,8396.0,112.25170131162228,10226.0,83.01659847320994,2016.0,82.25765054010682,2335.0,81.95630769556033,346.0,80.01400785983643,2,1
"fitted, 2 seasons, history 1",14,2022613.8873230685,2894177.6222516783,4357.818674643049,0.0,0,10104.0,85.32598974568118,8654.0,100.23154863199856,6282.0,80.0,2405.0,80.0,1358.0,80.0,250.0,80.0,2,1
"fitted, 2 seasons, history 1",15,1297813.6305950887,2555616.1886109635,6289.012790079374,0.0,0,7462.0,80.0,8489.0,95.27814685015474,5725.0,80.0,2184.0,80.0,1654.0,80.0,324.0,80.0,2,1
"fitted, 2 seasons, history 1",16,2896795.357981581,3234446.6048279405,836.785851134433,425.73519154868336,2,9625.0,83.20868956355305,7200.0,110.0007010344002,8279.0,80.0,2544.0,84.7087107568909,2555.0,80.0,581.0,80.0,2,1
"fitted, 2 seasons, history 1",17,2919970.910235605,3341487.4912483525,2107.5829050637367,0.0,0,10055.0,92.71074638488201,7958.0,111.13057643548684,8402.0,80.0,2444.0,85.94595112004082,2032.0,80.0,448.0,80.0,2,1
"fitted, 2 seasons, history 1",18,2086696.7383267146,2883615.372008579,3782.12064739617,101.23626050657549,1,8794.0,80.0,7999.0,107.63537592306274,6499.0,80.0,2571.0,80.0,1938.0,80.0,324.0,80.0,2,1
