policy,seed,score,revenue,unsold,denied,nights_denied,sold_fri,night_price_fri,sold_sat,night_price_sat,sold_sun,night_price_sun,sold_fri_sat,night_price_fri_sat,sold_sat_sun,night_price_sat_sun,sold_fri_sat_sun,night_price_fri_sat_sun
planner,7,2582315.5317907366,3107090.0634691864,2389.556235720872,117.15821133568897,2,9456.0,88.3118415530121,7469.0,109.306907182207,7321.0,80.0,2956.0,80.0,1890.0,80.0,394.0,80.0
planner,8,323827.9468816384,2204284.787195921,9402.284201571412,0.0,0,6860.0,80.0,7802.0,87.18338723351974,5952.0,80.0,1490.0,80.0,1337.0,80.0,195.0,80.0
planner,9,2058455.5399726126,2739813.8845592737,3406.791722933306,0.0,0,9628.0,80.0,7494.0,90.40484181468824,7639.0,80.0,2097.0,80.0,1637.0,80.0,348.0,80.0
planner,10,1492639.867135057,2598295.187212676,5528.276600388094,0.0,0,7962.0,80.0,8049.0,92.28167315351916,6992.0,80.0,2044.0,80.0,1650.0,80.0,284.0,80.0
planner,11,2973406.992105236,3335560.8581965556,1745.443577904478,32.66287627606107,2,9770.0,92.24911477439632,7424.0,116.540989763824,7606.0,80.0,2567.0,88.38694406492635,2276.0,80.07900319402928,592.0,80.12866299297359
planner,12,3114888.054305648,3405814.716139026,257.2606913943673,598.686308886261,2,9540.0,91.44454846326144,6932.0,115.83789558851187,8850.0,80.0,2692.0,85.8033862518476,2525.0,80.0,652.0,80.0
planner,13,3232772.250058671,3417847.3279283755,512.1349125674333,206.62023839054382,2,9684.0,80.0,8440.0,116.89905020165791,10287.0,83.63890735581887,1932.0,85.30279918918946,2215.0,84.28349620542798,388.0,80.0
planner,14,1972836.7695875966,2862717.6484255353,4449.404394189693,0.0,0,10150.0,84.17526076967494,8599.0,100.00450652556515,6207.0,80.0,2357.0,80.0,1330.0,80.0,258.0,80.0
planner,15,1315332.907920686,2561456.6831905,6230.618876349069,0.0,0,7496.0,80.0,8296.0,96.16401677802554,5882.0,80.0,2213.0,80.0,1683.0,80.0,292.0,80.0
planner,16,2966976.682309168,3272591.768997479,649.7108223677369,439.18230553690955,2,9370.0,84.40888596179009,6752.0,115.04764215684423,8385.0,80.0,2773.0,83.66369053236455,2618.0,80.0,630.0,80.0
planner,17,2949914.275505195,3362255.7656020857,2061.707450484455,0.0,0,9798.0,94.64287334655008,7498.0,115.0921149100069,8380.0,80.0,2667.0,84.78144262417631,2102.0,80.0,471.0,80.0
planner,18,2113812.909575564,2894609.0315917134,3721.2907902490933,91.34490991582788,1,8782.0,80.0,7821.0,109.76205492797767,6509.0,80.0,2593.0,80.0,1997.0,80.0,327.0,80.0
planner,19,2478671.3696603924,3145887.668123534,2398.9544109437547,468.5635406859765,2,9063.0,91.77600435065447,6886.0,113.70679406417686,6893.0,80.0,3305.0,80.9465592689305,2059.0,80.0,480.0,80.0
planner,20,2994439.482325659,3323313.0238582753,1306.0841186141752,169.14179452445205,2,9683.0,90.06719084199759,7101.0,116.10103216775862,7776.0,80.0,2546.0,87.44746863602047,2549.0,80.0156924284033,631.0,80.01926847191885
planner,21,3345710.8232817347,3418821.174069764,36.11329336454219,164.71923028780293,2,9654.0,95.34673485652856,6938.0,103.32864723125358,9913.0,83.69895939859795,2704.0,81.79936076466892,2326.0,80.19959795095751,566.0,80.26053243398982
planner,22,824030.0439856022,2295429.436521828,7356.99696268113,0.0,0,7389.0,80.0,8051.0,88.17655403326644,5932.0,80.0,1560.0,80.0,1326.0,80.0,242.0,80.0
planner,23,2350066.329762373,3154165.437029712,2884.4454348569843,568.0250507398559,2,9479.0,92.57104875494326,7552.0,115.11934097688813,6647.0,80.0,3053.0,82.7420902103088,1794.0,80.0,347.0,80.0
planner,24,3497160.728045007,3512794.044476524,78.16658215758434,0.0,0,9859.0,96.35506024582097,7306.0,114.25213820907516,9905.0,80.64360181494592,2605.0,84.18246411533593,2304.0,80.01486379032333,507.0,80.22970242848292
planner,25,2221211.8557650167,3010011.144331321,3943.9964428315207,0.0,0,9517.0,90.05311967214547,7817.0,109.00545022534382,6277.0,80.0,2980.0,80.0,1532.0,80.0,320.0,80.0
planner,26,1160313.5352899425,2497300.619694204,6609.010005206569,37.962708407369064,1,4928.0,80.0,8267.0,98.65980642242701,7298.0,80.0,1555.0,80.0,2418.0,80.0,283.0,80.0
planner,27,3235141.522709028,3492490.9938206896,810.9514470523081,237.89795425299963,2,10368.0,94.05055227825262,7982.0,117.11812555262097,8781.0,80.0,2168.0,90.60156898009436,2304.0,80.08805943859949,491.0,80.21982936048217
planner,28,1657967.5950982445,2672892.3719939915,5074.623884478736,0.0,0,9003.0,80.0,8119.0,94.47621283335282,6089.0,80.0,2295.0,80.0,1580.0,80.0,327.0,80.0
planner,29,2519250.8028531307,3013383.0176400673,2470.6610739346834,0.0,0,9586.0,82.88816004015324,7687.0,104.76091004229977,7284.0,80.0,2613.0,80.0,1909.0,80.0,447.0,80.0
planner + pickup,0,3064955.524163027,3317249.5072877407,1261.4699156235692,0.0,0,9415.0,87.42942390622956,6812.0,118.9599200296563,8464.0,80.0,2838.0,83.50713635809913,2570.0,80.0,506.0,80.0
planner + pickup,1,2813795.2656203276,3277736.631193701,2166.465015566153,76.62090615035777,2,9267.0,95.68326717757957,6940.0,118.63178908155012,7330.0,80.0,3166.0,83.77371731413669,2098.0,80.0,480.0,80.0
planner + pickup,2,2153234.638375239,2951004.7123280913,3777.475904321239,105.68723272151146,2,9856.0,84.51570309566291,8378.0,106.00127264835949,6070.0,80.0,2637.0,81.8997497856052,1498.0,80.0,303.0,80.0
planner + pickup,3,3395412.2958124783,3498591.0968910996,515.8940053931074,0.0,0,9990.0,84.24129384773988,8710.0,119.07414181669051,10479.0,81.46934105952012,1798.0,91.20756752063853,1920.0,88.67321832340531,407.0,80.0
planner + pickup,4,2740823.2081019618,3165254.313067496,2122.155524827669,0.0,0,9061.0,80.54565780526714,6761.0,116.59245449068314,7933.0,80.0,2843.0,81.36977187521308,2721.0,80.0,477.0,80.0
planner + pickup,5,1807233.654175966,2726768.2640456,4382.801302710459,107.43587331885465,1,7693.0,80.0,8626.0,94.86300301942964,7415.0,80.0,1942.0,80.0,1925.0,80.0,338.0,80.0
planner + pickup,6,3066062.980386727,3330579.3018414476,1322.5816072736034,0.0,0,9782.0,102.97313594982734,6960.0,101.4668280274618,9839.0,80.0,2721.0,82.46360950185638,1712.0,80.0,447.0,80.0
planner + pickup,7,2590997.8988183164,3109301.855427772,2415.987824265909,87.76597939068415,2,9589.0,88.18597341762654,7599.0,108.65179378290775,7283.0,80.0,2848.0,80.54100691183899,1906.0,80.0,382.0,80.0
planner + pickup,8,496804.3767015538,2230377.542601824,8667.86582950135,0.0,0,6803.0,80.0,9135.0,80.11138944738082,5814.0,80.0,1492.0,80.0,1252.0,80.0,209.0,80.0
planner + pickup,9,2192224.7402372924,2772790.8413231373,2825.1215060726754,38.854499678274806,1,9573.0,80.0,8656.0,85.29469054102788,7715.0,80.0,2015.0,80.0,1584.0,80.0,315.0,80.0
planner + pickup,10,1634846.2423074376,2640428.8362468407,5027.912969697016,0.0,0,8007.0,80.0,8779.0,89.3710942301903,6909.0,80.0,2029.0,80.0,1665.0,80.0,298.0,80.0
planner + pickup,11,3022001.238658872,3364810.7706901804,1665.8078351444165,24.119912506062974,1,9838.0,93.50147663398859,7245.0,119.06250726543188,7483.0,80.0,2432.0,90.33210905159267,2463.0,80.0,626.0,80.0
planner + pickup,12,3161071.7494871737,3437744.9941195734,177.48723306540705,602.9394950482965,2,9630.0,92.38302393002301,6774.0,118.98759391012536,8785.0,80.0,2605.0,87.27725768258398,2692.0,80.0,641.0,80.0
planner + pickup,13,3192438.4579340355,3451793.9860016387,901.9071121965353,197.43526407074023,2,9291.0,82.11380503313904,8764.0,118.99023006423212,10529.0,84.14730262595434,1772.0,88.90578508797537,1910.0,90.03539148045958,421.0,80.0
planner + pickup,14,2026607.9154435536,2891515.716061555,4324.539003090007,0.0,0,10081.0,84.38215742348685,8719.0,100.15716444741973,6248.0,80.0,2481.0,80.06224712985315,1344.0,80.0,231.0,80.0
planner + pickup,15,1349142.6699965885,2569440.113891512,6101.4872194746185,0.0,0,7424.0,80.0,8742.0,93.51637084094168,5946.0,80.0,2128.0,80.0,1682.0,80.0,303.0,80.0
planner + pickup,16,2911650.2115774644,3255778.6318907235,848.3831624956765,436.1294695353099,2,9328.0,85.71190841163718,6730.0,115.11551599353027,8244.0,80.0,2885.0,82.3727084212328,2577.0,80.0,560.0,80.0
