policy,seed,score,revenue,unsold,denied,nights_denied,sold_fri,night_price_fri,sold_sat,night_price_sat,sold_sun,night_price_sun,sold_fri_sat,night_price_fri_sat,sold_sat_sun,night_price_sat_sun,sold_fri_sat_sun,night_price_fri_sat_sun,round
dagger round 0,11,2798004.9383242014,3309881.128014326,2559.3809484506237,0.0,0,9478.0,94.42453211144723,7551.0,117.89710038135485,7297.0,81.17601041076966,2488.0,90.02413545822024,2008.0,84.31731934922625,595.0,81.66084435206501,0
dagger round 0,12,2894270.4346401272,3287628.6629521847,1966.7911415602866,0.0,0,9215.0,93.91209449576607,7061.0,117.93925096421079,8362.0,83.35497033821285,2284.0,89.54999275048853,2047.0,85.66892142230613,539.0,82.03615829320918,0
dagger round 0,13,3235503.730487329,3436911.8782162666,773.3172138708833,116.86176238690314,2,9700.0,80.77518645881378,8946.0,118.0267577831734,10465.0,83.94892331657373,1612.0,88.78825722202178,1953.0,87.41036213488073,375.0,81.17466324170431,0
dagger round 0,14,1234274.5173229878,2708791.107584238,7372.582951306252,0.0,0,8221.0,93.94780047864117,6239.0,117.18622474300497,6502.0,80.29214594537241,2403.0,81.5873925124314,1439.0,80.13252532258474,252.0,80.0680349838166,0
dagger round 0,15,869396.9957548638,2463162.54013896,7968.82772192048,0.0,0,7624.0,80.93779083517266,5540.0,116.78989301218454,6249.0,80.06290709901798,2120.0,80.24591765088856,1775.0,80.0978807476205,309.0,80.01460794877852,0
dagger round 0,16,2544961.2442910112,3138547.9429876804,2967.933493483346,0.0,0,8539.0,90.54868565746013,6683.0,117.91633673062425,8186.0,83.01675504995039,2269.0,88.17489693373928,2080.0,85.01609545029126,589.0,81.45899354298369,0
dagger round 0,17,2632695.2144193356,3299505.4578518867,3334.051217162755,0.0,0,9953.0,96.33729940213883,7297.0,118.0061092403828,8285.0,81.65983414865792,2320.0,87.14023548621556,1793.0,83.02808973287911,414.0,81.27905750044302,0
dagger round 0,18,1554975.2798931599,2751174.38980937,5980.995549581051,0.0,0,8120.0,84.52202704710326,6763.0,117.88616936904482,6671.0,80.28794260347395,2036.0,84.87708795164329,1952.0,81.29599926535224,287.0,80.12940576682938,0
dagger round 0,19,2284086.8296521623,3040451.8210041523,3781.8249567599496,0.0,0,8895.0,93.93337173177795,6572.0,117.6612936414674,7088.0,80.87542279091565,2501.0,86.35956427851757,1907.0,81.75343266068545,474.0,80.60571603885683,0
dagger round 0,20,2693947.943629647,3244827.349358797,2754.3970286457497,0.0,0,9030.0,92.89436054229736,7266.0,117.97001333841108,7849.0,81.9648112089167,2344.0,89.51448143240535,1969.0,85.15447105472617,612.0,81.97012941042583,0
dagger round 0,21,2766153.4763039993,3292194.100110531,2630.203119032657,0.0,0,9623.0,99.0212526895469,5356.0,117.93644450777408,9714.0,87.58727419504001,2477.0,84.72882529252183,1956.0,83.73737508290141,444.0,82.20344995593166,0
dagger round 0,22,252327.21663515386,2209382.6285743713,9785.277059696087,0.0,0,6911.0,86.6814379836281,4535.0,116.83142435563833,6329.0,80.12389720286741,1722.0,80.19674895463228,1455.0,80.10133730341069,267.0,80.02504477786661,0
dagger round 0,23,2267257.489206493,3046568.0665385723,3896.5528866603963,0.0,0,9270.0,94.20728912515548,7206.0,117.91906398020285,6714.0,80.4692475063161,2461.0,86.73783209061342,1688.0,81.2854520694057,339.0,80.55840492951835,0
dagger round 0,24,3082366.892902594,3430094.0143489838,1738.6356072319486,0.0,0,10065.0,97.47797345759794,6832.0,117.83874410603728,9228.0,84.58435968281543,2395.0,86.44202046852271,1994.0,83.55185662193547,473.0,81.81632019752679,0
dagger round 0,25,1829009.0854782185,2934457.0293986797,5527.239719602307,0.0,0,8848.0,94.6636943672708,6690.0,117.65949365483272,6629.0,80.35854124415063,2486.0,84.18049832456839,1646.0,80.34113685169312,391.0,80.14102215962032,0
dagger round 0,26,812836.5237192374,2414247.0735883713,8007.052749345669,0.0,0,5124.0,80.16169101581454,5542.0,117.2972122457474,7684.0,80.39564477115916,1639.0,80.27464796669095,2435.0,80.66399106548552,332.0,80.02344539366572,0
dagger round 0,27,3008490.089022144,3565767.9668962955,1470.871183143703,657.7591031135271,2,10639.0,95.51369115266263,8771.0,118.11701327416226,8602.0,81.24711459776712,2211.0,91.80994366585858,1767.0,86.27527191602516,415.0,83.39391299902675,0
dagger round 0,28,993778.9490295476,2562206.9007503986,7842.139758604255,0.0,0,7424.0,90.71638500703305,5316.0,117.20656219911898,6460.0,80.26123996969348,2440.0,80.68591128167559,1685.0,80.1468436024663,347.0,80.04673737613886,0
dagger round 0,29,1965291.6000794326,2916967.1677303314,4758.377838254494,0.0,0,8211.0,91.70663396531954,5986.0,117.59472112730519,7549.0,80.93364706717196,2514.0,83.09832403037694,2047.0,80.61273198332738,421.0,80.14805692674994,0
