policy,seed,score,revenue,unsold,denied,nights_denied,sold_fri,night_price_fri,sold_sat,night_price_sat,sold_sun,night_price_sun,sold_fri_sat,night_price_fri_sat,sold_sat_sun,night_price_sat_sun,sold_fri_sat_sun,night_price_fri_sat_sun,round
dagger round 1,0,3015679.7122062976,3287099.624494314,1357.0995614400836,0.0,0,9751.0,84.24881311761771,7394.0,115.41008003634441,8380.0,80.04829424079108,2525.0,84.36246671582212,2447.0,80.44675126093283,507.0,80.01693140825576,1
dagger round 1,1,2753464.2569598574,3231228.112331629,2388.819276858857,0.0,0,9580.0,94.06946442072476,7476.0,113.6400249576492,7363.0,80.01812074198341,2777.0,84.36737906559362,1960.0,80.02961789831824,454.0,80.03220857765182,1
dagger round 1,2,2149975.382029278,2917364.988191128,3836.948030809249,0.0,0,9627.0,84.36842919411386,8004.0,107.56046408551863,6124.0,80.0016549315272,2762.0,80.11213828781909,1524.0,80.00209501956705,283.0,80.00022788772313,1
dagger round 1,3,3439705.2622078247,3486502.0639955997,36.9959569102175,98.49402601432848,2,10584.0,80.7852532706158,8789.0,116.95090750539,10411.0,80.52103564840219,1797.0,87.98032148453548,2087.0,84.73213844397563,397.0,80.1105742220314,1
dagger round 1,4,2750344.4215399576,3187358.2907378674,2185.0693459895483,0.0,0,9245.0,80.48452719074123,7276.0,115.48011907825371,7791.0,80.04614209703419,2584.0,83.74568033190704,2587.0,81.00849831938329,531.0,80.01905279868964,1
dagger round 1,5,1780839.9371095505,2715057.969033718,4671.090159620838,0.0,0,7638.0,80.08037907535976,7896.0,100.66917144433947,7606.0,80.00120110741233,2023.0,80.00539758331517,1887.0,80.00244746968805,310.0,80.00004831821688,1
dagger round 1,6,2988745.139998389,3320016.8498516083,1470.7743151995564,92.79211703327019,1,9873.0,97.73116605460288,6586.0,108.9752179624967,9765.0,80.06894555045469,2925.0,80.369924149554,1816.0,80.0017491554111,395.0,80.00219357466396,1
dagger round 1,7,2497154.068965194,3079646.6296076775,2486.815253158995,212.8237750267126,2,9668.0,86.03839825464271,7633.0,107.43158935688433,7246.0,80.00384805678269,2861.0,80.08446785754484,1880.0,80.00278939148212,371.0,80.00033918095406,1
dagger round 1,8,322589.6346981579,2209412.2426211834,9434.113039615127,0.0,0,6906.0,80.03545727672488,7680.0,88.2558221699049,5986.0,80.00006288797849,1476.0,80.00069983767946,1343.0,80.00008004952613,204.0,80.00000493783577,1
dagger round 1,9,1999507.3987631183,2735191.222565174,3678.4191190102792,0.0,0,9579.0,80.92617937052272,7312.0,92.39362326146998,7837.0,80.00036506791557,1972.0,80.00343096183715,1657.0,80.00022903219647,320.0,80.0000263787806,1
dagger round 1,10,1484275.7190200344,2600922.283927202,5583.2328245358385,0.0,0,8067.0,80.11845319602396,7913.0,93.35946912110477,6882.0,80.000259804885,2008.0,80.00253549491266,1715.0,80.00036624847279,290.0,80.00001848566122,1
dagger round 1,11,2948853.86927454,3325777.329701185,1880.2879871232608,2.164657504983552,1,9676.0,93.89914091890536,7438.0,115.99382409039093,7549.0,80.02994454401284,2612.0,87.11019507730536,2237.0,80.25341100228061,566.0,80.20241891326837,1
dagger round 1,12,3173116.7826824733,3367829.0438985825,340.9192091555378,316.3210484625033,2,9273.0,92.97466288527714,6754.0,115.07266194872649,8932.0,80.18352933531645,2905.0,83.84756122891136,2469.0,80.22071812354683,537.0,80.0687245838691,1
dagger round 1,13,3152500.938565558,3337312.7026057243,924.058820200833,0.0,0,9368.0,80.24688685861639,8432.0,116.72137077763479,10167.0,81.0807595570038,1844.0,85.70324871648677,2181.0,85.13658940655438,373.0,80.05165455168758,1
dagger round 1,14,1978190.8318746919,2877722.292417288,4497.657302712979,0.0,0,10126.0,85.02246492127526,8351.0,102.06868282007952,6224.0,80.00063840500952,2447.0,80.03347556884307,1353.0,80.00050599717777,243.0,80.0000964319755,1
dagger round 1,15,1238543.6114613244,2554972.899528742,6582.146440337087,0.0,0,7450.0,80.07802135880361,7731.0,100.82501133930604,5949.0,80.00037136188493,2184.0,80.00621288687319,1755.0,80.00116885829176,303.0,80.00003072294858,1
dagger round 1,16,3003521.8635658654,3228624.457027912,809.9093617944363,157.80180275789826,2,9057.0,85.54905092793874,6619.0,114.32500242286443,8330.0,80.075441136509,2918.0,82.38365110752925,2497.0,80.18809692211327,620.0,80.00577590157909,1
dagger round 1,17,3023201.019507966,3367743.1817424297,1722.7108111723173,0.0,0,9684.0,93.94272268187748,7518.0,113.64127508279141,8372.0,80.02950175208335,3110.0,81.9125987130346,1959.0,80.01439274969972,461.0,80.00506562679811,1
dagger round 1,18,2057261.451586867,2862550.115380287,4026.443318967101,0.0,0,8735.0,80.26764414838607,7500.0,111.57382944726945,6556.0,80.0051872927725,2552.0,80.31946801139644,1932.0,80.0371329045197,337.0,80.00046362509006,1
dagger round 1,19,2389249.464375135,3101024.5683920383,2539.6604086159687,509.6075557342738,2,9153.0,89.39135862975307,7121.0,110.70366335792365,6844.0,80.00967599316552,3250.0,80.29596417500423,1966.0,80.00844961204703,460.0,80.00105983537176,1
dagger round 1,20,3030955.177071853,3306801.394033432,1314.2846070629257,32.47323887248422,1,9611.0,89.93158226851159,7178.0,115.64315886276948,7886.0,80.04213565622766,2496.0,86.93452586825842,2456.0,80.47790874002034,632.0,80.10835436891905,1
dagger round 1,21,3094713.2294613323,3382761.4751684666,436.425478144296,501.90787519568767,2,9665.0,95.0890738695197,6443.0,107.17076859358728,10342.0,80.34479259649298,2947.0,80.23818323601697,2140.0,80.00237938511037,529.0,80.00279355815317,1
dagger round 1,22,781937.9555931713,2289376.7687296867,7537.194065682577,0.0,0,7351.0,80.05769481692667,7764.0,89.88000907598851,6015.0,80.0000872128424,1583.0,80.00109064676907,1338.0,80.00010504316322,227.0,80.00000733636024,1
dagger round 1,23,2251285.3609990007,3098200.047235489,3131.334683705576,551.6193737384328,2,9570.0,91.32693080755112,7691.0,111.77226149250016,6390.0,80.00698428833056,2940.0,82.57147949123058,1739.0,80.00965898307045,373.0,80.00208517821162,1
dagger round 1,24,3373927.9449120145,3488364.2265200615,38.76489265525197,266.7082576924913,2,9614.0,94.84558474256215,7095.0,112.84786691877353,9982.0,80.32830582666293,3105.0,80.86932332465805,2236.0,80.01326347612951,475.0,80.0057530829781,1
dagger round 1,25,2225105.3000605456,2991211.1084210873,3830.529041802709,0.0,0,9810.0,87.24525315705668,8017.0,107.20692847128058,6240.0,80.00256721618084,2758.0,80.10034326455833,1608.0,80.00229913722816,323.0,80.00033281166856,1
dagger round 1,26,1088507.0154745125,2476006.8323385715,6937.499084320295,0.0,0,4886.0,80.0116665230098,8017.0,101.0817817177308,7208.0,80.0019019008609,1551.0,80.00244868255137,2387.0,80.00750900313702,283.0,80.00003884622149,1
dagger round 1,27,3272488.443197874,3466493.816757202,960.0032655888226,5.01180110390851,1,10058.0,96.39021040727661,7848.0,116.87545867976671,8736.0,80.14406290069059,2275.0,89.35397444400158,2206.0,80.6949733444916,484.0,80.60409169798055,1
dagger round 1,28,1652530.9612283194,2690327.2366678715,5188.981377197761,0.0,0,8942.0,80.43995572226983,7595.0,98.43692418993736,6174.0,80.00039601291233,2340.0,80.0086518215318,1679.0,80.00051719081623,360.0,80.00003809399075,1
dagger round 1,29,2461546.958914197,3002242.428315878,2703.4773470084056,0.0,0,9542.0,83.60033436944414,7499.0,106.09696147505133,7080.0,80.00242426099076,2770.0,80.0577212072882,1901.0,80.00256507413002,395.0,80.00019577485097,1
dagger round 2,0,2969413.6233802848,3282402.7507174015,1564.9456366855848,0.0,0,9410.0,86.66746974802169,7262.0,115.40032049507124,8495.0,80.04102294581156,2521.0,84.52790075471977,2435.0,80.34873028310662,547.0,80.06596645010019,2
